,id,date_time,city_id,city_name,customer_id,first_name,last_name,item_id,item_name,quantity,payment_amount
68,69,2022-05-08T00:00:00,1,Ростов,890,Геннадий,Новиков,7,Средство для мытья посуды,1,200
69,70,2022-05-08T00:00:00,0,Москва,590,Александр,Новиков,4,Сахар песок,2,100
70,71,2022-05-08T00:00:00,0,Москва,771,Анна,Павлова,7,Средство для мытья посуды,4,800
71,72,2022-05-08T00:00:00,1,Ростов,941,Надежда,Алексеева,8,Лампочка LED,2,600
72,73,2022-05-08T00:00:00,1,Ростов,440,Сергей,Кузнецов,7,Средство для мытья посуды,4,800
73,74,2022-05-08T00:00:00,2,Ярославль,290,Петр,Новиков,7,Средство для мытья посуды,3,600
74,75,2022-05-08T00:00:00,1,Ростов,151,Евгения,Лебедева,11,Хлеб ржаной,5,100
75,76,2022-05-08T00:00:00,1,Ростов,501,Оксана,Великая,6,Яблоко,3,420
76,77,2022-05-08T00:00:00,1,Ростов,920,Эдуард,Сидоров,10,Томаты,5,250
77,78,2022-05-08T00:00:00,2,Ярославль,900,Эдуард,Иванов,5,Яблоко молодильное,3,1200
78,79,2022-05-08T00:00:00,1,Ростов,0,Иван,Иванов,5,Яблоко молодильное,4,1600
79,80,2022-05-08T00:00:00,2,Ярославль,91,Александра,Орлова,1,Молоко 3%,3,360
80,81,2022-05-08T00:00:00,0,Москва,720,Константин,Сидоров,9,Ручка шариковая,5,225
81,82,2022-05-08T00:00:00,0,Москва,411,Екатерина,Федорова,9,Ручка шариковая,2,90
82,83,2022-05-08T00:00:00,1,Ростов,781,Анна,Козлова,8,Лампочка LED,3,900
83,84,2022-05-08T00:00:00,1,Ростов,320,Олег,Сидоров,1,Молоко 3%,4,480
84,85,2022-05-08T00:00:00,2,Ярославль,460,Сергей,Васильев,7,Средство для мытья посуды,2,400
85,86,2022-05-08T00:00:00,0,Москва,160,Евгений,Васильев,0,Молоко 1%,1,100
86,87,2022-05-08T00:00:00,1,Ростов,590,Александр,Новиков,6,Яблоко,1,140
87,88,2022-05-08T00:00:00,1,Ростов,750,Константин,Попов,4,Сахар песок,2,100
88,89,2022-05-08T00:00:00,2,Ярославль,650,Алексей,Попов,7,Средство для мытья посуды,2,400
89,90,2022-05-08T00:00:00,0,Москва,791,Анна,Орлова,9,Ручка шариковая,1,45
90,91,2022-05-08T00:00:00,1,Ростов,101,Евгения,Великая,7,Средство для мытья посуды,1,200
91,92,2022-05-08T00:00:00,2,Ярославль,781,Анна,Козлова,5,Яблоко молодильное,1,400
92,93,2022-05-08T00:00:00,2,Ярославль,351,Светлана,Лебедева,3,Устройство для нагревания табака Трубка Мира,2,1000
93,94,2022-05-08T00:00:00,0,Москва,831,Снежанна,Волкова,0,Молоко 1%,3,300
94,95,2022-05-08T00:00:00,1,Ростов,960,Эдуард,Васильев,5,Яблоко молодильное,3,1200
95,96,2022-05-08T00:00:00,0,Москва,240,Петр,Кузнецов,9,Ручка шариковая,5,225
96,97,2022-05-08T00:00:00,0,Москва,931,Надежда,Волкова,8,Лампочка LED,3,900
97,98,2022-05-08T00:00:00,1,Ростов,560,Александр,Васильев,0,Молоко 1%,5,500
98,99,2022-05-08T00:00:00,0,Москва,841,Снежанна,Алексеева,5,Яблоко молодильное,3,1200
99,100,2022-05-08T00:00:00,1,Ростов,890,Геннадий,Новиков,7,Средство для мытья посуды,1,200
100,101,2022-05-08T00:00:00,0,Москва,590,Александр,Новиков,4,Сахар песок,2,100
101,102,2022-05-08T00:00:00,0,Москва,771,Анна,Павлова,7,Средство для мытья посуды,4,800
102,103,2022-05-08T00:00:00,1,Ростов,941,Надежда,Алексеева,8,Лампочка LED,2,600
103,104,2022-05-08T00:00:00,1,Ростов,440,Сергей,Кузнецов,7,Средство для мытья посуды,4,800
104,105,2022-05-08T00:00:00,2,Ярославль,290,Петр,Новиков,7,Средство для мытья посуды,3,600
105,106,2022-05-08T00:00:00,1,Ростов,151,Евгения,Лебедева,11,Хлеб ржаной,5,100
106,107,2022-05-08T00:00:00,1,Ростов,501,Оксана,Великая,6,Яблоко,3,420
107,108,2022-05-08T00:00:00,1,Ростов,920,Эдуард,Сидоров,10,Томаты,5,250
108,109,2022-05-08T00:00:00,2,Ярославль,900,Эдуард,Иванов,5,Яблоко молодильное,3,1200
109,110,2022-05-08T00:00:00,1,Ростов,0,Иван,Иванов,5,Яблоко молодильное,4,1600
110,111,2022-05-08T00:00:00,2,Ярославль,91,Александра,Орлова,1,Молоко 3%,3,360
111,112,2022-05-08T00:00:00,0,Москва,720,Константин,Сидоров,9,Ручка шариковая,5,225
112,113,2022-05-08T00:00:00,0,Москва,411,Екатерина,Федорова,9,Ручка шариковая,2,90
113,114,2022-05-08T00:00:00,1,Ростов,781,Анна,Козлова,8,Лампочка LED,3,900
114,115,2022-05-08T00:00:00,1,Ростов,320,Олег,Сидоров,1,Молоко 3%,4,480
115,116,2022-05-08T00:00:00,2,Ярославль,460,Сергей,Васильев,7,Средство для мытья посуды,2,400
116,117,2022-05-08T00:00:00,0,Москва,160,Евгений,Васильев,0,Молоко 1%,1,100
117,118,2022-05-08T00:00:00,1,Ростов,590,Александр,Новиков,6,Яблоко,1,140
118,119,2022-05-08T00:00:00,1,Ростов,750,Константин,Попов,4,Сахар песок,2,100
119,120,2022-05-08T00:00:00,2,Ярославль,650,Алексей,Попов,7,Средство для мытья посуды,2,400
120,121,2022-05-08T00:00:00,0,Москва,791,Анна,Орлова,9,Ручка шариковая,1,45
121,122,2022-05-08T00:00:00,1,Ростов,101,Евгения,Великая,7,Средство для мытья посуды,1,200
122,123,2022-05-08T00:00:00,2,Ярославль,781,Анна,Козлова,5,Яблоко молодильное,1,400
123,124,2022-05-08T00:00:00,2,Ярославль,351,Светлана,Лебедева,3,Устройство для нагревания табака Трубка Мира,2,1000
124,125,2022-05-08T00:00:00,0,Москва,831,Снежанна,Волкова,0,Молоко 1%,3,300
125,126,2022-05-08T00:00:00,1,Ростов,960,Эдуард,Васильев,5,Яблоко молодильное,3,1200
126,127,2022-05-08T00:00:00,0,Москва,240,Петр,Кузнецов,9,Ручка шариковая,5,225
127,128,2022-05-08T00:00:00,0,Москва,931,Надежда,Волкова,8,Лампочка LED,3,900
128,129,2022-05-08T00:00:00,1,Ростов,560,Александр,Васильев,0,Молоко 1%,5,500
129,130,2022-05-08T00:00:00,0,Москва,841,Снежанна,Алексеева,5,Яблоко молодильное,3,1200
130,131,2022-05-08T00:00:00,1,Ростов,890,Геннадий,Новиков,7,Средство для мытья посуды,1,200
131,132,2022-05-08T00:00:00,0,Москва,590,Александр,Новиков,4,Сахар песок,2,100
132,133,2022-05-08T00:00:00,0,Москва,771,Анна,Павлова,7,Средство для мытья посуды,4,800
133,134,2022-05-08T00:00:00,1,Ростов,941,Надежда,Алексеева,8,Лампочка LED,2,600
134,135,2022-05-08T00:00:00,1,Ростов,440,Сергей,Кузнецов,7,Средство для мытья посуды,4,800
135,136,2022-05-08T00:00:00,2,Ярославль,290,Петр,Новиков,7,Средство для мытья посуды,3,600
136,137,2022-05-08T00:00:00,1,Ростов,151,Евгения,Лебедева,11,Хлеб ржаной,5,100
137,138,2022-05-08T00:00:00,1,Ростов,501,Оксана,Великая,6,Яблоко,3,420
138,139,2022-05-08T00:00:00,1,Ростов,920,Эдуард,Сидоров,10,Томаты,5,250
139,140,2022-05-08T00:00:00,2,Ярославль,900,Эдуард,Иванов,5,Яблоко молодильное,3,1200
140,141,2022-05-08T00:00:00,1,Ростов,0,Иван,Иванов,5,Яблоко молодильное,4,1600
141,142,2022-05-08T00:00:00,2,Ярославль,91,Александра,Орлова,1,Молоко 3%,3,360
142,143,2022-05-08T00:00:00,0,Москва,720,Константин,Сидоров,9,Ручка шариковая,5,225
143,144,2022-05-08T00:00:00,0,Москва,411,Екатерина,Федорова,9,Ручка шариковая,2,90
144,145,2022-05-08T00:00:00,1,Ростов,781,Анна,Козлова,8,Лампочка LED,3,900
145,146,2022-05-08T00:00:00,1,Ростов,320,Олег,Сидоров,1,Молоко 3%,4,480
146,147,2022-05-08T00:00:00,2,Ярославль,460,Сергей,Васильев,7,Средство для мытья посуды,2,400
147,148,2022-05-08T00:00:00,0,Москва,160,Евгений,Васильев,0,Молоко 1%,1,100
148,149,2022-05-08T00:00:00,1,Ростов,590,Александр,Новиков,6,Яблоко,1,140
149,150,2022-05-08T00:00:00,1,Ростов,750,Константин,Попов,4,Сахар песок,2,100
150,151,2022-05-08T00:00:00,2,Ярославль,650,Алексей,Попов,7,Средство для мытья посуды,2,400
151,152,2022-05-08T00:00:00,0,Москва,791,Анна,Орлова,9,Ручка шариковая,1,45
152,153,2022-05-08T00:00:00,1,Ростов,101,Евгения,Великая,7,Средство для мытья посуды,1,200
153,154,2022-05-08T00:00:00,2,Ярославль,781,Анна,Козлова,5,Яблоко молодильное,1,400
154,155,2022-05-08T00:00:00,2,Ярославль,351,Светлана,Лебедева,3,Устройство для нагревания табака Трубка Мира,2,1000
155,156,2022-05-08T00:00:00,0,Москва,831,Снежанна,Волкова,0,Молоко 1%,3,300
156,157,2022-05-08T00:00:00,1,Ростов,960,Эдуард,Васильев,5,Яблоко молодильное,3,1200
157,158,2022-05-08T00:00:00,0,Москва,240,Петр,Кузнецов,9,Ручка шариковая,5,225
158,159,2022-05-08T00:00:00,0,Москва,931,Надежда,Волкова,8,Лампочка LED,3,900
159,160,2022-05-08T00:00:00,1,Ростов,560,Александр,Васильев,0,Молоко 1%,5,500
160,161,2022-05-08T00:00:00,0,Москва,841,Снежанна,Алексеева,5,Яблоко молодильное,3,1200
161,162,2022-05-08T00:00:00,1,Ростов,890,Геннадий,Новиков,7,Средство для мытья посуды,1,200
162,163,2022-05-08T00:00:00,0,Москва,590,Александр,Новиков,4,Сахар песок,2,100
163,164,2022-05-08T00:00:00,0,Москва,771,Анна,Павлова,7,Средство для мытья посуды,4,800
164,165,2022-05-08T00:00:00,1,Ростов,941,Надежда,Алексеева,8,Лампочка LED,2,600
165,166,2022-05-08T00:00:00,1,Ростов,440,Сергей,Кузнецов,7,Средство для мытья посуды,4,800
166,167,2022-05-08T00:00:00,2,Ярославль,290,Петр,Новиков,7,Средство для мытья посуды,3,600
167,168,2022-05-08T00:00:00,1,Ростов,151,Евгения,Лебедева,11,Хлеб ржаной,5,100
168,169,2022-05-08T00:00:00,1,Ростов,501,Оксана,Великая,6,Яблоко,3,420
169,170,2022-05-08T00:00:00,1,Ростов,920,Эдуард,Сидоров,10,Томаты,5,250
170,171,2022-05-08T00:00:00,2,Ярославль,900,Эдуард,Иванов,5,Яблоко молодильное,3,1200
171,172,2022-05-08T00:00:00,1,Ростов,0,Иван,Иванов,5,Яблоко молодильное,4,1600
172,173,2022-05-08T00:00:00,2,Ярославль,91,Александра,Орлова,1,Молоко 3%,3,360
173,174,2022-05-08T00:00:00,0,Москва,720,Константин,Сидоров,9,Ручка шариковая,5,225
174,175,2022-05-08T00:00:00,0,Москва,411,Екатерина,Федорова,9,Ручка шариковая,2,90
175,176,2022-05-08T00:00:00,1,Ростов,781,Анна,Козлова,8,Лампочка LED,3,900
176,177,2022-05-08T00:00:00,1,Ростов,320,Олег,Сидоров,1,Молоко 3%,4,480
177,178,2022-05-08T00:00:00,2,Ярославль,460,Сергей,Васильев,7,Средство для мытья посуды,2,400
178,179,2022-05-08T00:00:00,0,Москва,160,Евгений,Васильев,0,Молоко 1%,1,100
179,180,2022-05-08T00:00:00,1,Ростов,590,Александр,Новиков,6,Яблоко,1,140
180,181,2022-05-08T00:00:00,1,Ростов,750,Константин,Попов,4,Сахар песок,2,100
181,182,2022-05-08T00:00:00,2,Ярославль,650,Алексей,Попов,7,Средство для мытья посуды,2,400
182,183,2022-05-08T00:00:00,0,Москва,791,Анна,Орлова,9,Ручка шариковая,1,45
183,184,2022-05-08T00:00:00,1,Ростов,101,Евгения,Великая,7,Средство для мытья посуды,1,200
184,185,2022-05-08T00:00:00,2,Ярославль,781,Анна,Козлова,5,Яблоко молодильное,1,400
185,186,2022-05-08T00:00:00,2,Ярославль,351,Светлана,Лебедева,3,Устройство для нагревания табака Трубка Мира,2,1000
186,187,2022-05-08T00:00:00,0,Москва,831,Снежанна,Волкова,0,Молоко 1%,3,300
187,188,2022-05-08T00:00:00,1,Ростов,960,Эдуард,Васильев,5,Яблоко молодильное,3,1200
188,189,2022-05-08T00:00:00,0,Москва,240,Петр,Кузнецов,9,Ручка шариковая,5,225
189,190,2022-05-08T00:00:00,0,Москва,931,Надежда,Волкова,8,Лампочка LED,3,900
190,191,2022-05-08T00:00:00,1,Ростов,560,Александр,Васильев,0,Молоко 1%,5,500
191,192,2022-05-08T00:00:00,0,Москва,841,Снежанна,Алексеева,5,Яблоко молодильное,3,1200
192,193,2022-05-08T00:00:00,1,Ростов,890,Геннадий,Новиков,7,Средство для мытья посуды,1,200
193,194,2022-05-08T00:00:00,0,Москва,590,Александр,Новиков,4,Сахар песок,2,100
194,195,2022-05-08T00:00:00,0,Москва,771,Анна,Павлова,7,Средство для мытья посуды,4,800
195,196,2022-05-08T00:00:00,1,Ростов,941,Надежда,Алексеева,8,Лампочка LED,2,600
196,197,2022-05-08T00:00:00,1,Ростов,440,Сергей,Кузнецов,7,Средство для мытья посуды,4,800
197,198,2022-05-08T00:00:00,2,Ярославль,290,Петр,Новиков,7,Средство для мытья посуды,3,600
198,199,2022-05-08T00:00:00,1,Ростов,151,Евгения,Лебедева,11,Хлеб ржаной,5,100
199,200,2022-05-08T00:00:00,1,Ростов,501,Оксана,Великая,6,Яблоко,3,420
200,201,2022-05-08T00:00:00,1,Ростов,920,Эдуард,Сидоров,10,Томаты,5,250
201,202,2022-05-08T00:00:00,2,Ярославль,900,Эдуард,Иванов,5,Яблоко молодильное,3,1200
202,203,2022-05-08T00:00:00,1,Ростов,0,Иван,Иванов,5,Яблоко молодильное,4,1600
203,204,2022-05-08T00:00:00,2,Ярославль,91,Александра,Орлова,1,Молоко 3%,3,360
204,205,2022-05-08T00:00:00,0,Москва,720,Константин,Сидоров,9,Ручка шариковая,5,225
205,206,2022-05-08T00:00:00,0,Москва,411,Екатерина,Федорова,9,Ручка шариковая,2,90
206,207,2022-05-08T00:00:00,1,Ростов,781,Анна,Козлова,8,Лампочка LED,3,900
207,208,2022-05-08T00:00:00,1,Ростов,320,Олег,Сидоров,1,Молоко 3%,4,480
208,209,2022-05-08T00:00:00,2,Ярославль,460,Сергей,Васильев,7,Средство для мытья посуды,2,400
209,210,2022-05-08T00:00:00,0,Москва,160,Евгений,Васильев,0,Молоко 1%,1,100
210,211,2022-05-08T00:00:00,1,Ростов,590,Александр,Новиков,6,Яблоко,1,140
211,212,2022-05-08T00:00:00,1,Ростов,750,Константин,Попов,4,Сахар песок,2,100
212,213,2022-05-08T00:00:00,2,Ярославль,650,Алексей,Попов,7,Средство для мытья посуды,2,400
213,214,2022-05-08T00:00:00,0,Москва,791,Анна,Орлова,9,Ручка шариковая,1,45
214,215,2022-05-08T00:00:00,1,Ростов,101,Евгения,Великая,7,Средство для мытья посуды,1,200
215,216,2022-05-08T00:00:00,2,Ярославль,781,Анна,Козлова,5,Яблоко молодильное,1,400
216,217,2022-05-08T00:00:00,2,Ярославль,351,Светлана,Лебедева,3,Устройство для нагревания табака Трубка Мира,2,1000
217,218,2022-05-08T00:00:00,0,Москва,831,Снежанна,Волкова,0,Молоко 1%,3,300
218,219,2022-05-08T00:00:00,1,Ростов,960,Эдуард,Васильев,5,Яблоко молодильное,3,1200
219,220,2022-05-08T00:00:00,0,Москва,240,Петр,Кузнецов,9,Ручка шариковая,5,225
220,221,2022-05-08T00:00:00,0,Москва,931,Надежда,Волкова,8,Лампочка LED,3,900
221,222,2022-05-08T00:00:00,1,Ростов,560,Александр,Васильев,0,Молоко 1%,5,500
222,223,2022-05-08T00:00:00,0,Москва,841,Снежанна,Алексеева,5,Яблоко молодильное,3,1200
223,224,2022-05-08T00:00:00,1,Ростов,890,Геннадий,Новиков,7,Средство для мытья посуды,1,200
224,225,2022-05-08T00:00:00,0,Москва,590,Александр,Новиков,4,Сахар песок,2,100
225,226,2022-05-08T00:00:00,0,Москва,771,Анна,Павлова,7,Средство для мытья посуды,4,800
226,227,2022-05-08T00:00:00,1,Ростов,941,Надежда,Алексеева,8,Лампочка LED,2,600
227,228,2022-05-08T00:00:00,1,Ростов,440,Сергей,Кузнецов,7,Средство для мытья посуды,4,800
228,229,2022-05-08T00:00:00,2,Ярославль,290,Петр,Новиков,7,Средство для мытья посуды,3,600
229,230,2022-05-08T00:00:00,1,Ростов,151,Евгения,Лебедева,11,Хлеб ржаной,5,100
230,231,2022-05-08T00:00:00,1,Ростов,501,Оксана,Великая,6,Яблоко,3,420
231,232,2022-05-08T00:00:00,1,Ростов,920,Эдуард,Сидоров,10,Томаты,5,250
232,233,2022-05-08T00:00:00,2,Ярославль,900,Эдуард,Иванов,5,Яблоко молодильное,3,1200
233,234,2022-05-08T00:00:00,1,Ростов,0,Иван,Иванов,5,Яблоко молодильное,4,1600
234,235,2022-05-08T00:00:00,2,Ярославль,91,Александра,Орлова,1,Молоко 3%,3,360
235,236,2022-05-08T00:00:00,0,Москва,720,Константин,Сидоров,9,Ручка шариковая,5,225
236,237,2022-05-08T00:00:00,0,Москва,411,Екатерина,Федорова,9,Ручка шариковая,2,90
237,238,2022-05-08T00:00:00,1,Ростов,781,Анна,Козлова,8,Лампочка LED,3,900
238,239,2022-05-08T00:00:00,1,Ростов,320,Олег,Сидоров,1,Молоко 3%,4,480
239,240,2022-05-08T00:00:00,2,Ярославль,460,Сергей,Васильев,7,Средство для мытья посуды,2,400
240,241,2022-05-08T00:00:00,0,Москва,160,Евгений,Васильев,0,Молоко 1%,1,100
241,242,2022-05-08T00:00:00,1,Ростов,590,Александр,Новиков,6,Яблоко,1,140
242,243,2022-05-08T00:00:00,1,Ростов,750,Константин,Попов,4,Сахар песок,2,100
243,244,2022-05-08T00:00:00,2,Ярославль,650,Алексей,Попов,7,Средство для мытья посуды,2,400
244,245,2022-05-08T00:00:00,0,Москва,791,Анна,Орлова,9,Ручка шариковая,1,45
245,246,2022-05-08T00:00:00,1,Ростов,101,Евгения,Великая,7,Средство для мытья посуды,1,200
246,247,2022-05-08T00:00:00,2,Ярославль,781,Анна,Козлова,5,Яблоко молодильное,1,400
247,248,2022-05-08T00:00:00,2,Ярославль,351,Светлана,Лебедева,3,Устройство для нагревания табака Трубка Мира,2,1000
248,249,2022-05-08T00:00:00,0,Москва,831,Снежанна,Волкова,0,Молоко 1%,3,300
249,250,2022-05-08T00:00:00,1,Ростов,960,Эдуард,Васильев,5,Яблоко молодильное,3,1200
250,251,2022-05-08T00:00:00,0,Москва,240,Петр,Кузнецов,9,Ручка шариковая,5,225
251,252,2022-05-08T00:00:00,0,Москва,931,Надежда,Волкова,8,Лампочка LED,3,900
252,253,2022-05-08T00:00:00,1,Ростов,560,Александр,Васильев,0,Молоко 1%,5,500
253,254,2022-05-08T00:00:00,0,Москва,841,Снежанна,Алексеева,5,Яблоко молодильное,3,1200
254,255,2022-05-08T00:00:00,1,Ростов,890,Геннадий,Новиков,7,Средство для мытья посуды,1,200
255,256,2022-05-08T00:00:00,0,Москва,590,Александр,Новиков,4,Сахар песок,2,100
256,257,2022-05-08T00:00:00,0,Москва,771,Анна,Павлова,7,Средство для мытья посуды,4,800
257,258,2022-05-08T00:00:00,1,Ростов,941,Надежда,Алексеева,8,Лампочка LED,2,600
258,259,2022-05-08T00:00:00,1,Ростов,440,Сергей,Кузнецов,7,Средство для мытья посуды,4,800
259,260,2022-05-08T00:00:00,2,Ярославль,290,Петр,Новиков,7,Средство для мытья посуды,3,600
260,261,2022-05-08T00:00:00,1,Ростов,151,Евгения,Лебедева,11,Хлеб ржаной,5,100
261,262,2022-05-08T00:00:00,1,Ростов,501,Оксана,Великая,6,Яблоко,3,420
262,263,2022-05-08T00:00:00,1,Ростов,920,Эдуард,Сидоров,10,Томаты,5,250
263,264,2022-05-08T00:00:00,2,Ярославль,900,Эдуард,Иванов,5,Яблоко молодильное,3,1200
264,265,2022-05-08T00:00:00,1,Ростов,0,Иван,Иванов,5,Яблоко молодильное,4,1600
265,266,2022-05-08T00:00:00,2,Ярославль,91,Александра,Орлова,1,Молоко 3%,3,360
266,267,2022-05-08T00:00:00,0,Москва,720,Константин,Сидоров,9,Ручка шариковая,5,225
267,268,2022-05-08T00:00:00,0,Москва,411,Екатерина,Федорова,9,Ручка шариковая,2,90
268,269,2022-05-08T00:00:00,1,Ростов,781,Анна,Козлова,8,Лампочка LED,3,900
269,270,2022-05-08T00:00:00,1,Ростов,320,Олег,Сидоров,1,Молоко 3%,4,480
270,271,2022-05-08T00:00:00,2,Ярославль,460,Сергей,Васильев,7,Средство для мытья посуды,2,400
